Location State_ CA,Location State_ NY,Location City_San Diego,Founded,Location City_Los Angeles,Job Title_Data Scientist,Job Title_Data Analyst,Job Title_Data Engineer,Location City_Austin,Location City_Burbank,Type of ownership_Nonprofit Organization,Sector_Information Technology,Location City_Dallas,Location City_Houston,Revenue_Unknown / Non-Applicable,Type of ownership_Company - Public,Rating_3,Sector_Business Services,Sector_Unknown,Type of ownership_Company - Private,Revenue_$100 to $500 million (USD),Rating_4,Revenue_$10+ billion (USD),"Headquarters_Chicago, IL",Location State_ IL,Est_Salary
0,1,0,2012,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,111.5
0,1,0,2001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,111.5
0,1,0,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111.5
0,1,0,2011,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,111.5
0,1,0,2016,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,111.5
0,1,0,2004,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,111.5
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,111.5
0,1,0,1994,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,111.5
0,1,0,2014,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,111.5
0,1,0,1988,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,111.5
0,1,0,1976,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,111.5
0,1,0,1976,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,111.5
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,111.5
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,111.5
0,1,0,2007,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,111.5
0,0,0,1995,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,111.5
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,169.5
0,1,0,2017,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,169.5
0,1,0,2006,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,169.5
0,1,0,2014,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,169.5
0,1,0,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,169.5
0,0,0,1994,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,169.5
0,1,0,2002,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,169.5
0,1,0,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,169.5
0,1,0,1976,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,169.5
0,1,0,1994,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,169.5
0,1,0,2007,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,169.5
0,0,0,2010,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,169.5
0,1,0,2016,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,169.5
0,1,0,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,169.5
0,1,0,1987,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,169.5
0,1,0,1799,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,169.5
0,1,0,1966,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,169.5
0,1,0,1976,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,169.5
0,1,0,1935,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,169.5
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,169.5
0,1,0,2012,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,169.5
0,1,0,2007,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,169.5
0,1,0,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,169.5
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,169.5
0,1,0,2012,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,169.5
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,169.5
0,1,0,1994,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,169.5
0,1,0,1935,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,169.5
0,1,0,1976,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,169.5
0,1,0,1871,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,169.5
0,1,0,2001,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,205.0
0,1,0,2015,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,205.0
0,1,0,1976,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,205.0
0,1,0,1625,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,205.0
0,1,0,1997,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,205.0
0,1,0,1871,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,205.0
0,1,0,1976,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,205.0
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,205.0
0,1,0,1967,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,205.0
0,1,0,2009,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,205.0
0,1,0,1976,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,205.0
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,205.0
0,1,0,2012,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,205.0
0,1,0,2017,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,205.0
0,1,0,2017,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,205.0
0,1,0,1976,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,205.0
0,1,0,2012,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,205.0
0,1,0,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,205.0
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,205.0
0,1,0,2018,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,205.0
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,205.0
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,205.0
0,1,0,2006,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,205.0
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,205.0
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,205.0
0,1,0,1841,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,205.0
0,1,0,2018,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,205.0
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,205.0
0,1,0,2013,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,205.0
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,205.0
0,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,133.0
0,1,0,1995,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,133.0
0,1,0,2015,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,133.0
0,1,0,2010,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,133.0
0,1,0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,133.0
0,1,0,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,133.0
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,133.0
0,1,0,2007,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,133.0
0,1,0,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,133.0
0,1,0,1976,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,133.0
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,133.0
0,1,0,1948,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,133.0
0,1,0,1913,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,133.0
0,1,0,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,133.0
0,1,0,2007,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,133.0
0,1,0,1976,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,133.0
0,1,0,2018,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,133.0
0,1,0,2012,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,133.0
0,1,0,1968,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,133.0
0,1,0,2003,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,133.0
0,0,0,1989,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,133.0
0,1,0,1999,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,133.0
0,1,0,2015,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,133.0
0,0,0,1976,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,133.0
0,1,0,2014,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,133.0
0,1,0,1976,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,133.0
0,1,0,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,133.0
0,1,0,1914,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,133.0
0,1,0,1993,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,133.0
0,1,0,1893,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,133.0
0,1,0,2014,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,134.0
0,1,0,1976,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,134.0
0,1,0,1841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,134.0
0,1,0,2016,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,134.0
0,1,0,2012,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,134.0
0,1,0,1904,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,134.0
0,1,0,2013,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,134.0
0,1,0,1994,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,134.0
0,1,0,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,134.0
0,1,0,1994,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,134.0
